ad12-051.compuserve.com,1.0,GET,/ksc.html,7074,200,1995-07-01,00:06:30,1995,7,1,0,6,30
ix-wbg-va2-26.ix.netcom.com,1.0,GET,/history/apollo/apollo-11/images/,3459,200,1995-07-01,00:06:33,1995,7,1,0,6,33
janice.cc.wwu.edu,1.0,GET,/shuttle/countdown/liftoff.html,4538,200,1995-07-01,00:06:35,1995,7,1,0,6,35
teleman.pr.mcs.net,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:06:39,1995,7,1,0,6,39
charger.execpc.com,1.0,GET,/history/mercury/mercury.html,1871,200,1995-07-01,00:06:43,1995,7,1,0,6,43
ppp-mia-53.shadow.net,1.0,GET,/ksc.html,7074,200,1995-07-01,00:06:46,1995,7,1,0,6,46
brandt.xensei.com,1.0,GET,/shuttle/missions/sts-71/sts-71-day-04-highlights.html,5544,200,1995-07-01,00:06:54,1995,7,1,0,6,54
p06.eznets.canton.oh.us,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:07:04,1995,7,1,0,7,4
gater3.sematech.org,1.0,GET,/ksc.html,7074,200,1995-07-01,00:07:13,1995,7,1,0,7,13
pm4_23.digital.net,1.0,GET,/shuttle/technology/sts-newsref/sts_egress.html,86381,200,1995-07-01,00:07:13,1995,7,1,0,7,13
dd11-054.compuserve.com,1.0,GET,/shuttle/missions/sts-67/mission-sts-67.html,21408,200,1995-07-01,00:07:14,1995,7,1,0,7,14
ppp236.iadfw.net,1.0,GET,/software/winvn/winvn.html,9867,200,1995-07-01,00:07:20,1995,7,1,0,7,20
charger.execpc.com,1.0,GET,/history/mercury/mr-3/mr-3.html,1124,200,1995-07-01,00:07:21,1995,7,1,0,7,21
asp.erinet.com,1.0,GET,/software/winvn/winvn.html,9867,200,1995-07-01,00:07:23,1995,7,1,0,7,23
ix-sd11-26.ix.netcom.com,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:07:31,1995,7,1,0,7,31
www-proxy.crl.research.digital.com,1.0,GET,/htbin/cdt_main.pl,3214,200,1995-07-01,00:07:33,1995,7,1,0,7,33
news.ti.com,1.0,GET,/shuttle/missions/sts-71/sts-71-day-04-highlights.html,5544,200,1995-07-01,00:07:34,1995,7,1,0,7,34
teleman.pr.mcs.net,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:07:36,1995,7,1,0,7,36
ppp4.sunrem.com,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:07:37,1995,7,1,0,7,37
ix-sd11-26.ix.netcom.com,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:07:42,1995,7,1,0,7,42
charger.execpc.com,1.0,GET,/history/mercury/ma-6/ma-6.html,1117,200,1995-07-01,00:07:44,1995,7,1,0,7,44
citynet.ci.la.ca.us,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:07:45,1995,7,1,0,7,45
dnet018.sat.texas.net,1.0,GET,/ksc.html,7074,200,1995-07-01,00:07:47,1995,7,1,0,7,47
ppp-mia-53.shadow.net,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:07:50,1995,7,1,0,7,50
slip1.yab.com,1.0,GET,/history/skylab/skylab-2.html,1708,200,1995-07-01,00:07:57,1995,7,1,0,7,57
166.79.67.111,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:08:02,1995,7,1,0,8,2
www-proxy.crl.research.digital.com,1.0,GET,/shuttle/countdown/liftoff.html,4538,200,1995-07-01,00:08:05,1995,7,1,0,8,5
slip1.kias.com,1.0,GET,/shuttle/missions/missions.html,8677,200,1995-07-01,00:08:10,1995,7,1,0,8,10
ppp-mia-53.shadow.net,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:08:12,1995,7,1,0,8,12
ttyu0.tyrell.net,1.0,GET,/,7074,200,1995-07-01,00:08:22,1995,7,1,0,8,22
199.120.91.6,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:08:28,1995,7,1,0,8,28
129.94.144.152,1.0,GET,/shuttle/technology/sts-newsref/sts-cron.html,200053,200,1995-07-01,00:08:29,1995,7,1,0,8,29
slip132.indirect.com,1.0,GET,/shuttle/missions/sts-71/images/KSC-95EC-0918.txt,1391,200,1995-07-01,00:08:31,1995,7,1,0,8,31
ix-sd11-26.ix.netcom.com,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:08:33,1995,7,1,0,8,33
slip1.yab.com,1.0,GET,/history/skylab/skylab-3.html,1424,200,1995-07-01,00:08:38,1995,7,1,0,8,38
dnet018.sat.texas.net,1.0,GET,/whats-new.html,17314,200,1995-07-01,00:08:41,1995,7,1,0,8,41
ix-dfw13-20.ix.netcom.com,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:08:49,1995,7,1,0,8,49
www-a1.proxy.aol.com,1.0,GET,/shuttle/countdown/tour.html,4347,200,1995-07-01,00:08:59,1995,7,1,0,8,59
pipe6.nyc.pipeline.com,1.0,GET,/ksc.html,7074,200,1995-07-01,00:09:00,1995,7,1,0,9,0
slip1.yab.com,1.0,GET,/history/skylab/skylab-4.html,1393,200,1995-07-01,00:09:02,1995,7,1,0,9,2
wwwproxy.info.au,1.0,GET,/software/winvn/winvn.html,9867,200,1995-07-01,00:09:18,1995,7,1,0,9,18
news.ti.com,1.0,GET,/shuttle/missions/sts-71/sts-71-day-03-highlights.html,6104,200,1995-07-01,00:09:19,1995,7,1,0,9,19
citynet.ci.la.ca.us,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:09:23,1995,7,1,0,9,23
pm110.spectra.net,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:09:30,1995,7,1,0,9,30
129.94.144.152,1.0,GET,/shuttle/missions/51-l/mission-51-l.html,6723,200,1995-07-01,00:09:37,1995,7,1,0,9,37
pm110.spectra.net,1.0,GET,/shuttle/countdown/,3985,200,1995-07-01,00:09:54,1995,7,1,0,9,54
slip1.kias.com,1.0,GET,/htbin/wais.pl,308,200,1995-07-01,00:09:55,1995,7,1,0,9,55
dnet018.sat.texas.net,1.0,GET,/shuttle/missions/sts-63/mission-sts-63.html,53003,200,1995-07-01,00:09:57,1995,7,1,0,9,57
ix-dfw13-20.ix.netcom.com,1.0,GET,/shuttle/missions/sts-71/movies/movies.html,3092,200,1995-07-01,00:10:01,1995,7,1,0,10,1
129.188.154.200,1.0,GET,/shuttle/missions/sts-71/movies/,3090,200,1995-07-01,00:10:04,1995,7,1,0,10,4
citynet.ci.la.ca.us,1.0,GET,/shuttle/missions/sts-71/images/images.html,7634,200,1995-07-01,00:10:08,1995,7,1,0,10,8
slip1.kias.com,1.0,GET,/shuttle/missions/sts-71/mission-sts-71.html,12040,200,1995-07-01,00:10:12,1995,7,1,0,10,12
www-a1.proxy.aol.com,1.0,GET,/shuttle/countdown/lps/fr.html,1879,200,1995-07-01,00:10:16,1995,7,1,0,10,16
corp-uu.infoseek.com,1.0,GET,/ksc.html,7074,200,1995-07-01,00:10:22,1995,7,1,0,10,22
